Tail Number,task_code,Started_Date_x,Completed_Date_x,oamt_barcode
123456,86-40-02,2019-06-18 19:48:00,2019-06-18 20:18:00,CTLJ
123456,86-40-02,2019-06-19 19:35:48,2019-06-19 19:46:00,CU1X
123456,86-40-02,2019-06-05 14:41:48,2019-06-05 14:52:00,CLSB
123456,86-40-02,2019-06-10 11:39:00,2019-06-10 12:09:00,CP3C
123456,86-40-02,2019-06-11 10:44:00,2019-06-11 11:14:00,CPG0
123456,86-40-02,2019-06-12 11:32:12,2019-06-12 12:22:00,CQBZ
123456,86-40-02,2019-06-13 11:16:48,2019-06-13 11:27:00,CQTT
123456,86-40-02,2019-06-18 11:04:00,2019-06-18 11:19:00,CTLS
123456,86-40-02,2019-06-19 11:05:00,2019-06-19 11:35:00,CU26
123456,87-10-02,2019-06-14 13:14:00,2019-06-14 14:44:00,CCPQ
123456,87-10-02,2019-06-17 12:13:00,2019-06-17 12:28:00,CCPQ
123456,87-10-02,2019-06-17 12:28:00,2019-06-17 13:13:00,CCPQ
123456,87-20-70,2019-06-28 16:24:48,2019-06-28 16:29:00,CZR7
123456,88-20-02,2019-06-14 13:10:00,2019-06-14 13:40:00,BVKM
123456,88-20-02,2019-06-17 17:29:00,2019-06-17 17:59:00,BVKM
123456,88-20-02,2019-06-17 20:17:00,2019-06-17 21:56:27,BVKM
123456,88-20-02,2019-06-17 21:56:27,2019-06-18 0:17:00,BVKM
123456,88-20-03,2019-06-14 12:54:00,2019-06-14 13:54:00,BVKN
123456,88-20-03,2019-06-17 20:09:00,2019-06-17 21:55:00,BVKN
123456,88-20-03,2019-06-17 21:55:00,2019-06-18 0:09:00,BVKN
123456,88-20-03,2019-06-17 23:49:00,2019-06-18 0:19:00,BVKN
123456,92-00-00,2019-06-03 16:24:00,2019-06-03 16:42:00,CKXG
123456,92-00-00,2019-06-03 18:30:00,2019-06-03 19:30:00,CKXG
123456,92-00-00,2019-06-03 18:59:00,2019-06-03 20:29:00,CKXG
123456,92-00-00,2019-06-03 20:57:00,2019-06-03 21:03:00,CKXG
123456,92-10-11,2019-06-13 22:08:00,2019-06-13 22:38:00,CRDN
123456,92-10-11,2019-06-13 22:13:00,2019-06-13 22:43:00,CRCA
123456,93-10-04,2019-06-13 22:02:00,2019-06-13 22:32:00,CRCE
123456,93-10-04,2019-06-13 22:10:00,2019-06-13 22:40:00,CRDS
123456,C-12-148,2019-06-28 13:51:00,2019-06-28 17:51:00,A377
123456,C-12-148,2019-06-28 14:50:12,2019-06-28 17:43:00,A377
123456,C-12-148,2019-06-12 12:43:00,2019-06-12 13:28:00,CLBC
