43633.50903,43633.51944
43633.51944,43633.55069
43644.68389,43644.68681
43630.54861,43630.56944
43633.72847,43633.74931
43633.84514,43633.9142
43633.9142,43634.01181
43630.5375,43630.57917
43633.83958,43633.91319
43633.91319,43634.00625
43633.99236,43634.01319
43619.68333,43619.69583
43619.77083,43619.8125
43619.79097,43619.85347
43619.87292,43619.87708
43629.92222,43629.94306
43629.92569,43629.94653
43629.91806,43629.93889
43629.92361,43629.94444
43644.57708,43644.74375
43644.61819,43644.73819
43628.52986,43628.56111
