43620.83667,43620.84375
43620.71111,43620.79444
43620.71736,43620.96736
43620.75917,43620.86042
43620.76806,43620.80972
43620.77028,43620.80486
43620.77639,43620.81806
43620.79028,43620.83194
43620.80972,43620.91389
43620.90069,43620.92153
43620.96806,43620.99931
43620.98056,43621.00139
43620.98611,43621.01736
43620.77764,43620.80556
43620.81306,43620.85764
43620.96528,43620.96597
43620.68958,43620.79834
43620.79834,43620.93958
43620.84042,43620.875
43620.77222,43620.81389
43620.90694,43620.95222
43620.93958,43620.95222
43620.95222,43620.96944
43620.95222,43620.98125
43620.9875,43620.98819
43620.76458,43620.80625
43620.85625,43620.93958
43620.91653,43620.94444
43620.95125,43620.95208
43620.78875,43620.79583
43620.77931,43620.78831
43620.78831,43620.79306
43620.97917,43621.00772
43621.00772,43621.02083
43621.02903,43621.03611
43620.71319,43620.79653
43620.77792,43620.8125
43620.80986,43620.84444
43620.90264,43620.92014
43620.94792,43620.98958
43620.79153,43620.81944
43620.93472,43620.95556
43620.85972,43620.94306
43620.97514,43620.98889
43620.80764,43620.81181
43620.91806,43620.95972
43634.87361,43634.88403
43634.825,43634.8875
43634.85472,43634.89931
43634.9125,43634.93953
43634.93953,43634.95417
43634.88403,43634.89718
43634.89718,43634.91528
43634.93542,43634.956
43634.956,43634.95625
43634.95764,43634.96181
43634.87014,43634.89097
43634.90556,43634.91111
43634.91111,43634.94722
43619.40764,43619.4209
43619.4209,43619.44931
43620.02153,43620.02569
43619.45056,43619.56791
43619.45194,43619.56791
43619.46028,43619.46736
43619.46375,43619.56791
43619.46722,43619.56791
43619.56791,43619.58958
43619.56791,43619.59306
43619.56791,43619.65486
43619.56791,43619.73264
43620.65625,43620.69792
43620.73333,43620.74375
43620.75708,43620.7625
43621.86306,43621.87014
43628.87153,43628.88397
43628.88397,43628.90278
43637.87972,43637.88681
43644.64111,43644.65355
43644.65292,43644.65355
43644.65355,43644.65486
43644.65355,43644.65625
43621.86375,43621.87083
43628.85972,43628.88882
43628.88882,43628.90139
43637.88819,43637.90903
43644.63403,43644.66313
43644.66313,43644.67569
43621.87722,43621.89097
43628.88194,43628.90104
43628.90104,43628.90278
43637.88889,43637.90799
43637.90799,43637.90972
43644.66542,43644.67917
43621.87028,43621.87153
43628.87861,43628.88194
43637.85833,43637.87917
43637.87931,43637.88264
43644.67931,43644.68264
43621.87708,43621.89514
43621.89514,43621.89792
43621.89792,43621.9
43628.8625,43628.88056
43628.88056,43628.90417
43628.94319,43628.94653
43637.91319,43637.91528
43623.86597,43623.89722
43623.87444,43623.87778
43628.79653,43628.81736
43628.89861,43628.94028
43634.83458,43634.83542
43634.88125,43634.92292
43627.83472,43627.87639
43627.80764,43627.88056
43627.83333,43627.875
43634.87083,43634.90922
43634.90922,43634.9125
43629.82222,43629.83878
43629.83878,43629.85556
43629.89292,43629.9
43628.79792,43628.81875
43628.9,43628.94167
43617.855,43617.86042
43621.80639,43621.81181
43625.70347,43625.71181
43627.75847,43627.76597
43629.90694,43629.92778
43634.82931,43634.83681
43617.79792,43617.8742
43617.85361,43617.85694
43617.86236,43617.8742
43617.8742,43617.87986
43617.8742,43617.88125
43621.79792,43621.83958
43621.805,43621.80833
43621.81597,43621.85764
43621.81667,43621.8375
43621.82361,43621.84444
43621.84722,43621.86806
43623.86333,43623.87708
43623.86597,43623.88681
43623.86736,43623.88819
43623.86889,43623.88264
43623.87167,43623.88542
43623.88069,43623.88403
43623.88458,43623.89167
43624.72014,43624.75139
43624.72514,43624.75972
43624.75681,43624.76806
43624.76528,43624.77361
43625.68139,43625.71597
43625.70417,43625.725
43625.70833,43625.71875
43625.72431,43625.73681
43626.67833,43626.70625
43626.68472,43626.72639
43626.68889,43626.69097
43626.68958,43626.73125
43626.69167,43626.7125
43626.71667,43626.7375
43627.755,43627.7625
43627.78181,43627.80972
43627.78889,43627.81806
43627.79097,43627.81181
43627.80069,43627.84236
43627.82361,43627.83194
43628.78042,43628.7875
43628.79583,43628.82917
43628.81181,43628.83264
43628.81528,43628.83611
43628.82014,43628.84097
43628.82292,43628.83333
43629.80833,43629.82917
43629.80958,43629.8375
43629.83125,43629.85208
43629.83694,43629.84236
43629.8425,43629.85
43629.86181,43629.88264
43634.82097,43634.82847
43634.82139,43634.84931
43634.82986,43634.86111
43634.83056,43634.86181
43634.83694,43634.85069
43634.83694,43634.85069
43634.84097,43634.86181
43634.88472,43634.88889
43635.72778,43635.74861
43635.7425,43635.77708
43635.75972,43635.78056
43635.76597,43635.79722
43635.775,43635.80406
43635.80406,43635.80625
43635.81611,43635.81944
43620.97514,43621.03056
43620.99722,43621.02847
43620.99875,43621.03322
43621.00278,43621.02361
43621.02514,43621.03322
43621.03322,43621.03333
43621.03322,43621.03889
43622.62639,43622.64722
43622.62917,43622.67083
43622.65361,43622.66736
43622.66125,43622.675
43622.68486,43622.69028
43622.76389,43622.80556
43622.76458,43622.79583
43622.76944,43622.81111
43622.77569,43622.79653
43622.81958,43622.82292
43623.86181,43623.90347
43623.87764,43623.90556
43623.88681,43623.90764
43623.89319,43623.90694
43623.90986,43623.91111
43623.95639,43623.95972
43625.53139,43625.56597
43625.53389,43625.57222
43625.5625,43625.57917
43625.56944,43625.58194
43626.42847,43626.45972
43626.43403,43626.45486
43626.44111,43626.45486
43626.44167,43626.4625
43626.44306,43626.48472
43626.44931,43626.48655
43626.45694,43626.46736
43626.48655,43626.49097
43626.50694,43626.50764
43626.80694,43626.84861
43626.82431,43626.84514
43626.83403,43626.85486
43626.84375,43626.86458
43626.84458,43626.85833
43626.88,43626.88044
43626.88044,43626.88333
43627.95347,43627.99514
43627.96542,43627.98958
43627.97847,43627.99931
43628.01333,43628.02558
43628.01944,43628.02558
43628.02558,43628.02708
43628.02558,43628.04028
43628.93694,43628.96944
43628.95208,43628.97292
43628.95556,43628.97639
43628.97708,43628.99572
43628.99167,43628.99572
43628.99572,43628.99792
43628.99572,43629.0125
43629.96042,43629.98125
43629.96736,43629.98819
43629.97014,43629.99097
43629.97028,43629.98403
43629.97903,43629.98611
43630.00625,43630.02708
43633.98819,43634.02986
43634.00486,43634.02569
43634.01181,43634.03264
43634.01875,43634.03958
43634.01944,43634.03819
43634.06319,43634.06988
43634.06988,43634.07153
43634.94375,43634.96458
43634.95694,43634.97778
43634.96819,43634.98194
43634.97208,43634.98958
43634.9825,43635
43635.00208,43635.00391
43635.00391,43635.00625
43640.56319,43640.58403
43617.85208,43617.8625
43617.85972,43617.86806
43623.77778,43623.79149
43623.79149,43623.80903
43623.86667,43623.86736
43623.83472,43623.84514
43623.84514,43623.86597
43617.85569,43617.85903
43621.79583,43621.80625
43623.86264,43623.87014
43624.88958,43624.90034
43624.90034,43624.92292
43625.70764,43625.71839
43625.71839,43625.72014
43626.68139,43626.68472
43627.75903,43627.76111
43628.78278,43628.78611
43629.86806,43629.87881
43629.87881,43629.88889
43634.81889,43634.82639
43635.72431,43635.73506
43635.73506,43635.74514
43636.67222,43636.71389
43636.79847,43636.81306
43636.81306,43636.98056
43636.82097,43636.98056
43627.88819,43627.89236
43627.89236,43627.90903
43619.43958,43619.5549
43619.5549,43619.56458
43619.57361,43619.65694
43620.44861,43620.53194
43622.57292,43622.58125
43622.57292,43622.58333
43622.63264,43622.65347
43622.64375,43622.66458
43619.65681,43619.73056
43619.65833,43619.73125
43619.67708,43619.71875
43619.87708,43619.95701
43619.95701,43619.96042
43620.03889,43620.08056
43620.46528,43620.50694
43619.64931,43619.69097
43619.70556,43619.72639
43637.91389,43637.95556
43641.05069,43641.17569
43641.56944,43641.64236
43643.52917,43643.56042
43637.41806,43637.54306
43637.51806,43637.60139
43637.76528,43637.89028
43626.77167,43626.80625
43626.78819,43626.79861
43622.38056,43622.63056
43622.62361,43622.66528
43622.67931,43622.68472
43622.68042,43622.6875
43621.82972,43621.83056
43621.89042,43621.94583
43622.44444,43622.54207
43622.54207,43622.65278
43622.63264,43622.67431
43626.77583,43626.79729
43626.78958,43626.79729
43626.79729,43626.8
43626.79729,43626.81042
43623.77778,43623.81944
43623.82,43623.82708
43621.78333,43621.80417
43626.65,43626.67083
43627.77347,43627.78056
43628.89708,43628.90417
43629.86403,43629.86736
43634.825,43634.84583
43635.81653,43635.82361
43621.61236,43621.61944
43626.48542,43626.50625
43627.44722,43627.46806
43628.48069,43628.51528
43629.47,43629.47708
43634.46111,43634.47153
43635.46181,43635.48264
43630.55139,43630.61389
